local_time,timestamp,aqi,pm25,pm10,co,no2,o3,t,h,p,w
2025-07-16 14:51:51,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:52:01,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:52:12,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:52:22,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:52:33,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:52:43,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:52:54,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:53:04,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:53:15,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:53:25,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:53:36,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:53:46,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:53:57,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:54:07,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:54:17,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:54:28,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:54:38,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
2025-07-16 14:54:49,2025-07-16 14:00:00,83,83,,0.1,,,33,72.5,1002,1.8
